recipeId,cocktailId,bartender,company,location,glasswareId,instruction,votes,rating
409,474,,Jazz Kitchen ,New Orleans,0,"Shake all ingredients in an ice-filled cocktail shaker. Strain into a chilled serving glass. Top with a splash of ginger ale. Garnish with a cucumber slice, quartered.",0,0
410,188,,Jazz Kitchen,New Orleans,16,"Shake all ingredients in an ice-filled cocktail shaker. Strain, and Serve.",0,0
411,677,,,,39,Shake all ingredients in an iced-filled cocktail shaker. Strain into chilled martini glass or cocktail coupe.,0,0
412,448,,,,57,"Shake all ingredients together with ice in a cocktail shaker. Strain into a small old-fashioned glass, and serve.",0,0
413,354,Jonathan Pogash,,,15,Shake all ingredients very well with ice and strain over ice into a highball glass.,0,0
414,335,,Jazz Kitchen,New Orleans,0,"Shake all ingredients vigorously with lots of ice in a shaker. Strain, and Serve. Garnish with a fresh mint sprig.",0,0
415,214,,,,39,Shake all ingredients well in cocktail shaker. Strain into chilled martini glass or cocktail coupe.,0,0
416,568,,,,43,Shake all ingredients well in cocktail shaker. Strain into ice filled rock glass. Top with soda.,0,0
417,564,Kate Bolton,Maven,San Francisco,27,Shake all ingredients with ice and fine strain into Collins glass. Top with seltzer water and add lavender blossom garnish.,0,0
418,516,Enrique Sanchez,The Commissary,,16,Shake all ingredients with ice and strain into a coupe glass. Nutmeg on top for garnish.,0,0
419,487,Dave Guest ,,San Francisco,0,Shake all ingredients with ice and strain into an iced up glass with brown sugar rim.,0,0
420,371,Dave Guest ,,San Francisco,0,Shake all ingredients with ice and strain into an iced up glass.,0,0
421,329,,,,57,Shake all ingredients with ice and strain into old fashioned glass over ice cubes. Add an orange slice.,0,0
422,139,Francesco Lafranconi,,,0,Shake all ingredients with ice then double strain into a chilled cocktail glass. Garnish with channeled lemon and raspberry on the rim.,0,0
423,603,,,,36,Shake all ingredients with ice then strain into a chilled cocktail glass.,0,0
424,393,,,,0,Shake all ingredients with ice then strain into a chilled cocktail glass.,0,0
425,424,Francesco Lafranconi,,,39,Shake all ingredients with ice then strain into a chilled cocktail glass.,0,0
426,185,,,,57,Shake all ingredients with ice then strain over fresh ice into an old fashioned glass.,0,0
427,332,,,,39,Shake all ingredients with ice. Double strain into a chilled Martini glass. Garnish with a Luxardo Maraschino cherry.,0,0
428,245,,,,39,Shake all ingredients with ice. Double strain into a chilled Martini glass. Garnish with a Luxardo Maraschino cherry.,0,0
429,674,Francesco Lafranconi,,,0,Shake all ingredients with ice. Strain into a chilled cocktail glass.,0,0
430,481,,Jazz Kitchen,New Orleans,0,Shake all ingredients with lots of ice. Strain into serving glass. Top off with a splash of club soda.,0,0
431,542,Carlos Yturria,The Treasury,San Francisco,27,"Shake all ingredients. Serve over crushed ice in a collins glass. Garnish with a sage leaf.

*Substitute with Perfect Puree Green Apple flavor",0,0
432,241,BC Hoffman,The Edison,Los Angeles,0,"Shake all ingredients. Strain and top with ginger beer. Give it a quick stir. 

Tajin ground ginger and salt rim.",0,0
433,650,Sergio Leanza,,,15,"Shake all the ingredients a part from the Prosecco. Double strain in an highball. Fill with crushed Ice. Top up with a touch of Prosecco.

Garnish with a mint sprig, a marshmallow on a stick, and a green and white striped paper straw.",0,0
434,400,,,,16,Shake all the ingredients over ice and strain into a chilled coupe glass. Garnish with an orange twist.,0,0
435,381,Joaquin Simo,Death & Co.,New York,16,"Shake all the ingredients with ice, then strain into a coupe. No garnish.",0,0
436,40,,Death & Co.,New York,16,"Shake all the ingredients with ice, then strain into a coupe. No garnish.",0,0
437,19,Kevin Diedrich,,,27,Shake and 2x strain into a collins glass. Garnish with a lemon wheel and Luxardo Cherry.,0,0
438,89,Chelsea Little,Olive & Oak,St. Louis,16,"Shake and double strain into a coupe. Garnish with sage.

*Pear Syrup:
-- Pear
-- Sage
-- White Pepper
-- Star Anise",0,0
439,608,Kevin Diedrich,,,22,Shake and double strain into double rocks glass. Garnish with torched cinnamon stick and Luxardo Cherry.,0,0
440,494,Gabriele Modica,Farina,San Francisco,39,Shake and serve up in a martini glass with lemon peel rind.,0,0
441,263,Brian Floyd,,Austin,0,Shake and serve up.,0,0
442,140,Sam Treadway,Backbar,Somerville,0,Shake and serve up. Garnish elaborately with a Luxardo Cherry and a grapefruit peel.,0,0
443,3,,,,39,"Shake and strain into a martini glass, spray some absinthe on the glass.",0,0
444,297,Duane Fernandez,ACME,New York,39,Shake and strain into a martini glass.,0,0
445,625,,Flatiron Lounge,New York,43,Shake and strain into a rocks glass. Garnish with a mint sprig.,0,0
446,312,Paul Taylor,Cherry Blossom PUB,Washington DC,32,Shake and strain into a tiki cat filled with crushed ice.,0,0
447,321,Brian Miller,,,15,"Shake and strain into an ice-filled highball glass. Garnish with a lime wheel.

*Don's Mix:
-- 2 parts Grapefruit Juice
-- 1 part Cinnamon Syrup",0,0
448,207,Johel Huaman Barbosa & Christian Hurtado,NEAT,Westport,0,Shake and strain into ice filled glass.,0,0
449,540,Kevin Diedrich,,,43,Shake and strain into rocks glass.,0,0
450,169,Morgan Schick,Bon Vivants,,0,Shake and strain into small cocktail glass.,0,0
451,166,,Land and Water Co.,,27,"Shake and strain over fresh ice into collins glass. Add soda. Garnish with basil.
",0,0
452,510,Tricia Alley,,Los Angeles,39,Shake and strain up into cocktail glass.,0,0
453,61,Sean Gleason,Biltong Bar,Atlanta,0,Shake and top with Anchor Steam.,0,0
454,618,,ABV,San Francisco,22,"Shake booze, juice and gum. Add bitters and salt to a double rocks glass then add ice. Strain cocktail, top with tonic. Garnish with bitter covered lemon peel.",0,0
455,357,Paul Taylor,Cherry Blossom PUB,Washington DC,66,"Shake everything but soda water. Strain into a bamboo highball, add soda water, add ice, garnish with a basil leaf.",0,0
456,199,Paul Taylor,Cherry Blossom PUB,Washington DC,66,"Shake everything except for the soda water, strain into bamboo highball, add soda, add ice, garnish with 3 picked cherries.",0,0
457,654,Tiki Dave ,The Usual,Fort Worth,0,Shake fine and strain on crushed ice. Top with Strong Ginger Beer.,0,0
458,247,Lainey Collum,Arthur Ave.,Houston,27,Shake first 4 ingredients and strain into collins. Top with pebble ice. Top with the rose. Garnish with a basil and a lime flower for aromatics.,0,0
459,264,,Jazz Kitchen ,New Orleans,31,"Shake first three ingredients in an ice-filled cocktail shaker. Strain into a chilled serving glass. Top with chilled champagne, or sparkling wine.",0,0
460,168,Francesco Lafranconi,,,0,"Shake first three ingredients with ice.

Strain over ice cream into prepared glass.",0,0
461,156,,,,36,"Shake gin, maraschino, and lemon juice with ice then strain into a chilled cocktail glass. Use a bar spoon to float the violettes (which it will sink) into the bottom of the glass. Garnish with a lemon peel and a Luxardo Cherry on a pick.",0,0
462,636,,,,39,Shake ingredients very well with ice and strain into a martini glass. Garnish with lemon and orange twists.,0,0
463,359,John Davis,Savor Gastropub,Dallas,16,"Shake ingredients with ice in shaker and then double strain into a couple glass.
Top with champagne and garnish with lemon and apple slice.",0,0
464,491,,,,0,Shake ingredients with ice then strain into a chilled cocktail glass.,0,0
465,408,Francesco Lafranconi,,,0,Shake ingredients with ice then strain into a cocktail glass previously swirled with chocolate syrup and rimmed with ground pistachios.,0,0
466,105,Francesco Lafranconi,,,27,Shake ingredients with ice then strain into a Collins glass.,0,0
467,102,Francesco Lafranconi,,,0,Shake ingredients with ice then strain into a sour cocktail glass previously rimmed with cardamom sugar.,0,0
468,189,,,,27,Shake ingredients with ice then strain into an ice-filled collins or pilsner glass.,0,0
469,311,,,,43,Shake ingredients with ice until well combined. Strain into a chilled tumbler or large rocks glass over ice sphere or large ice cubes. Garnish with orange peel (or slice) and Luxardo Original Maraschino Cherries on a pick.,0,0
470,167,,,,0,Shake or stir briskly and strain into a cocktail glass.,0,0
471,378,Jackson Cannon,The Hawthorne,Boston,16,"Shake over ice and strain into a chilled cocktail coupe. Garnish with a dash of cinnamon.

*Pumpkin-Infused Glenrothes Vintage Reserve:
Peel, clean and cut small 2x2 in. pieces of sugar pumpkin. Salt very lightly and roast for about 20 mins. at 250°F. Put into a sealed container with scotch and let rest for 2 days. Strain off the pumpkin and re-bottle. Keep refrigerated.",0,0
472,114,Del Prado,Tooker Alley,New York,0,Shake over ice. Strain into a 6 oz. cocktail glass,0,0
473,219,Sam Wiener,The Bend Liquor Lounge,Miami,25,"Shake rye, rum, lemonade, and ginger liqueur. Strain over fresh ice in a copper mug. Top with Abita Big Easy IPA (or similar session IPA). Gently stir.

*Basic House Lemonade:
-- 2 parts Water
-- 1 part Sugar
-- 1 part Lemon Juice",0,0
474,47,Francesco Lafranconi,,,0,Shake the first five ingredients with ice then strain over fresh ice into a Collins or Tiki glass. Top with coconut foam.,0,0
475,604,Francesco Lafranconi,,,0,Shake the first four ingredients with ice then strain into a tall glass filled with ice and top with lemon lime soda. Stir and serve.,0,0
476,372,Francesco Lafranconi,,,0,"Shake the first three ingredients with ice then strain into a Collins glass and fill up with tonic water, stir and serve.",0,0
477,251,Lynnette Marrero,,,15,"Shake the gin, lemon, and simple syrup ingredients together in a shaker to chill. Gently pour into a highball glass filled with ice and 3/4 oz Curacao Blue. Top the cocktail with 1/2 oz Luxardo Aperitivo. Add a splash of Perrier grapefruit and garnish with Luxardo Cherries and blueberries for color.",0,0
478,641,Francesco Lafranconi,,,0,"Shake the ingredients with ice, then strain into a chilled cocktail glass.",0,0
479,530,"Jennifer Costello, Charles Lintott, Sarah Holmes",Bonneville,Austin,57,Shake the ingredients with ice. Strain into an old fashioned glass. Garnish with a Luxardo Cherry.,0,0
480,244,Douglas Ford,Cold-Glass.com,,36,Shake until very cold; double strain into a chilled cocktail glass. No garnish.,0,0
481,656,Douglas Ford,Cold-Glass.com,,36,Shake until very cold; double strain into a chilled cocktail glass. No garnish.,0,0
482,57,Douglas Ford,Cold-Glass.com,,36,Shake until very cold; double strain into a chilled cocktail glass. No garnish.,0,0
483,41,Morgan Schick,Jupiter Olympus,San Francisco,15,Shake vigorously. Strain into highball glass. Top with Ale. Grated nutmeg.,0,0
484,477,,,,50,"Shake well in a shaker, serve in a tumbler filled with ice. Top with soda water.",0,0
485,557,,,,16,"Shake well with cracked ice, then strain into a chilled cocktail glass.",0,0
486,36,,,,36,Shake well with lots of ice. Strain into cocktail glass.,0,0
487,385,,,,36,Shake well with lots of ice. Strain into cocktail glass.,0,0
488,547,James Martin,The Sipologist,,36,Shake with cracked ice and strain into a chilled cocktail glass.,0,0
489,195,Jillian Vose,Death & Co.,New York,31,Shake with ice and fine strain into a champagne flute. Top with sparkling wine and garnish with Granny Smith Apple fan.,0,0
490,34,Sam Treadway,Backbar,Somerville,16,Shake with ice and single strain into a coupe glass. Garnish with basil leaf.,0,0
491,682,,,Boston,16,Shake with ice and strain into a coupe glass. Garnish with a toasted marshmallow,0,0
492,377,Ryan Hall,The Treasury,San Francisco,63,"Shake with ice and strain into a footed pilsner glass. Add a few drops of bitters. Garnish with a mint leaf. 

*Strawberry & Black Pepper Shrub:
-- 1 cup Sliced Strawberries
-- 1 cup Granulated Sugar
-- 1 cup Champagne Vinegar
-- 1 handful of Black Balinese Peppers

Combine all ingredients in a medium bowl. Using a potato masher or a wooden spoon, mash the berries so they release their juices. Stir until the sugar has mostly dissolved and refrigerate overnight.
The next day, remove the mixture to a saucepan and heat gently over medium-low heat. Do not bring to a simmer--you simply want to heat the mixture to coax the sugar to dissolve.
Strain the shrub through a fine mesh strainer. If desired, strain again through a coffee filter. Refrigerate.",0,0
493,465,Morgan Schick,,San Francisco,0,Shake with ice and strain into an ice-filled collins glass.,0,0
494,634,,Dirty Habit,San Francisco,7,"Shake with ice in a mixing glass for about 15 seconds to properly chill. Double strain into a small fizz glass over ice.

*Coconut Pistachio Puree:
-- .5 lb Pistachios (toasted)
-- 1.5 lbs Sugar (144 oz.)
-- 11 oz Coconut Milk
-- 13 oz Water
-- 1 tsp Salt

Toast the pistachios at 250°F for 20 mins. Remove and put in a blender with sugar until well chopped. Combine all the ingredients in a pot and bring to a boil. Let simmer for 20 mins and then remove from the heat. Let cool and place in a large container. Let the mixture sit overnight then strain out the solids. Save the solids to spin in the ice cream maker (if you have one). Spin the solids and add the mixture back into the puree via chinois. Bottle, label and date the syrup (it will keep indefinitely if you freeze it).",0,0
495,98,,,,16,Shake with ice in a mixing tin and double strain into a chilled cocktail coupe. Garnish with a grapefruit twist.,0,0
496,257,Francesco Lafranconi,,,57,Shake with ice to mix and emulsify. Strain into a chilled old fashioned glass filled with ice. Garnish with Luxardo Maraschino Cherries and fresh lemon zest.,0,0
497,211,,,,57,Shake with ice to mix and emulsify. Strain into a chilled old fashioned glass filled with ice. Garnish with Luxardo Maraschino Cherries and fresh lemon zest.,0,0
498,242,Jason Westplate,,,39,"Shake with ice, strain and pour into a chilled martini glass.",0,0
499,496,Jason Littrell,,,16,"Shake with ice, strain into a coupe. No garnish.",0,0
500,17,,,,31,"Shake with ice, strain into flute, top with sparkling rose and a grapefruit twist.",0,0
501,190,,,,0,Shake with ice. Strain into a chilled cocktail glass.,0,0
502,38,,,,39,Shake with ice. Strain into chilled martini glass. Garnish with lemon peel.,0,0
503,611,,,,43,Shake with ice. Strain into rocks glass and top with crushed ice. Float 1 oz. of Gosslings 151 rum on top.  Garnish with mint and Luxardo Maraschino Cherries.,0,0
504,276,Rafael Jimenez Rivera,Urchin Bistrot,San Francisco,16,Shake with intent. Double strain in coupe. Garnish with lemon wheel.,0,0
505,632,Jeff Bell,PDT,New York,13,"Shake without ice, add ice and shake again then fine strain into a chilled egg coupe. Garnish with a Sage leaf.",0,0
506,628,Kate Grutman,,Los Angeles,9,"Shake without ice, to whip and emulsify ingredients until frothy. Add ice to shaker and shake vigorously. Strain into port glass or small fluted glass. Garnish with shaved cinnamon or nutmeg.
",0,0
507,250,,,,16,"Shake, and fine strain into a chilled coupe, and garnish with a Luxardo Cherry.",0,0
508,49,Carlo Splendorini ,Michael Mina Restaurant Group,San Francisco,0,"Shake, double strain into a Burgundy Glass.",0,0
509,252,,The Forgery,San Francisco,16,"Shake, fine strain into a chilled coupe. Garnish with lemon twist.",0,0
510,492,Karri Cormican,Comstock Saloon,San Francisco,16,"Shake, fine strain into chilled coupe. Garnish with lime wheel.",0,0
511,616,Ryan Fitzgerald,ABV,San Francisco,16,"Shake, fine strain into chilled frosted coupe, float Fernet.",0,0
512,11,Kelly O'Hare,Small Victory,Austin,0,"Shake, serve on the rocks, garnish with a lemon wedge.",0,0
513,104,,Beretta,San Francisco,16,"Shake, strain into a chilled coupe, float tonic water.",0,0
514,558,,Blackbird,San Francisco,16,"Shake, strain into a chilled coupe. Garnish with lemon twist.",0,0
515,103,Jackie Goldstein,ABV,San Francisco,16,"Shake, strain into a chilled coupe. Garnish with lemon twist.",0,0
516,631,,Rickhouse,San Francisco,16,"Shake, strain into a chilled coupe. Garnish with lime wheel.",0,0
517,579,,Comstock Saloon,San Francisco,42,"Shake, strain into a chilled flip glass with one cube. Garnish with lemon peel.",0,0
518,202,,,,19,"Shake, strain into a Tiki glass over crushed ice and garnish with a large sprig of mint.

",0,0
519,80,Nicole Hassoun,The Gin Joint,Charleston,16,"Shake, strain into coupe glass. Top with sparkling wine and a sprig of lemon balm.",0,0
520,395,,Ace Hotel,Los Angeles,15,"Shake, strain over crushed ice in a highball. Garnish with a mint sprig and a cherry.",0,0
521,152,Zachary Pearson,,,0,"Shake, strain, lemon twist garnish.",0,0
522,434,Jason Westplate,,,0,"Shake, strain, up, garnish.",0,0
523,132,Collin Nicholas,Mourad,San Francisco,0,Shake. Double strain. King cube. Orange peel garnish,0,0
524,282,,,,43,Shake. Serve in small rocks glass with no ice. Grapefruit slice to garnish.,0,0
525,55,Jason Patz,Union Lodge No.1,Denver,36,Shake. Serve up. Garnish with lemon peel/pineapple.,0,0
526,173,Nate Matson,Mizu Izakaya,Denver,36,Shake. Serve up. Garnish with lime wheel.,0,0
527,398,Brandon Weiss,Departure,Denver,31,Shake. Serve up. Top with sparkling rose. Garnish with lime peel.,0,0
528,536,Sean Gleason,Biltong Bar,Atlanta,16,Shake. Strain into a coupe. Garnish with a lime twist.,0,0
529,570,Kevin Diedrich,,,16,"shake/2strain/coupe

garnish lemon twist",0,0
530,375,Kevin Diedrich,,,16,"shake/2xstrain/coupe

garnish cucumber slice",0,0
531,661,,Grimaldi's Pizzeria,,0,Shaken and served over ice.,0,0
532,417,Brian Means,Dirty Habit,San Francisco,16,"Shaken and strained into a large coupe. Garnish with a dehydrated lime wheel soaked in Angostura Bitters.

*Blood Orange Vanilla Mint Puree:
-- 1 container Boiron Blood Orange Puree (34 oz.)
-- 39 grams Mint (stems and leaves)
-- 1 tsp Vanilla Extract
-- 30 oz White Sugar

Combine all the ingredients except the mint in a pot. 
Bring to a light simmer, stirring to incorporate everything.
Then add the mint and cook for 5 minutes, then remove the pot from the heat and strain through a chinois to remove the mint.
Label and date a container, then place in your fridge. Use within a week.",0,0
533,565,Brian Means,Dirty Habit,San Francisco,16,Shaken and strained into a large coupe. Mint oil is house-made and used as a garnish.,0,0
534,42,Julian Cox,,,43,"Shaken and strained over ice in a rocks glass.

*Chapuline, Salt & Chile Pepper Rim:
Grind the chapuline  (dried crickets) and dried chile pepper in a mortar and pestle, as it becomes a powder, throw in the salt and pour onto a plate. Use a fresh lime wedge to moisten the rim of the glass and dip into the powder.",0,0
535,298,,,,0,Shaken and strained. Orange peel garnish.,0,0
536,79,Crystal Chasse,Dirty Habit,San Francisco,57,"Shaken slightly. Served over shaved ice in an old fashioned glass. Garnished with turmeric toasted coconut flakes.

*Toasted Coconut Infused Old Potrero
-- 750ml Old Potrero Straight Rye Whiskey
-- 2.5 oz Toasted Coconut

Combine all ingredients in a clean container and let sit for 8 hours.
Strain through cheesecloth and then funnel back into your Old Potrero bottles.
Keeps indefinitely.

**Turmeric Coconut Cream:
-- 12 g Fresh Turmeric
-- 1 c Water
-- 1 c Honey
-- 3 tsp Black Pepper
-- 12 oz Coconut Milk

Grate fresh turmeric into 1 cup water.
Bring to a boil, add 1 cup of honey and stir.
Remove from heat and let the mix sit for 1:30 hours.
Strain out turmeric and add 3 tsp. ground black pepper.
Add 12 oz. coconut milk and stir.
Place in an airtight container and keep in the fridge. Use within a week.",0,0
537,524,Sarah Ruiz,Dirty Habit,San Francisco,16,"Shaken without ice, then with ice and strained into a large coupe. Garnished with candied thyme.

*Beet Thyme Reduction
-- 520 grams raw beets 
-- 344 grams honey
-- 2 oranges peeled (just the peels)
-- 2 sprigs of thyme
-- pinch of salt

Juice beets, add honey and let dissolve and cook for 15 mins. 
Add thyme and simmer for 5 more mins. 
Strain through a chinois into a container and then place in the fridge.
This makes 1 quart, so multiply as needed.
Use within 1 week.",0,0
538,35,Matt Orth,LARK on the Park,Dallas,15,"Shaken, poured over fresh ice in highball. Garnish with macadamia nut. Coconut shaved rim.",0,0
539,428,Lisa Brier,Skyfall Lounge,Las Vegas,16,Shaken.,0,0
540,630,Leo Robitschek,Eleven Madison Park,New York,43,Shaker and strain into a rocks glass with fresh ice. Garnish with an Apple Fan.,0,0
541,39,Kate Grutman,,Los Angeles,31,"Short shake-strain into champagne flute- top with champagne. 
Drop a Luxardo cherry into the flute.
",0,0
542,360,,,,0,"Simmer over low heat for 3 hours, double strain with fine sieve.",0,0
543,663,Andrew Kalini,Highlands,New York,40,"Soak 1 chai tea bag in half mug of hot water for 30 seconds, remove the tea bag, add all the ingredients, add more hot water. 

Lemon wheel stuffed with 4-5 cloves for garnish.",0,0
544,234,Kate Grutman,,,43,"Soak brown sugar cube in Angostura and Orange bitters. Muddle soaked sugar cube into a paste in a rocks glass. Pour 2 oz. Pink Pigeon. Add ice and stir. Garnish with an orange peel and Luxardo Cherry.
",0,0
545,135,Josh Bearden,,Houston,31,"Soak cube in 8 dashes Abbott's Bitter. Drop sugar cube into bottom of flute glass. Stir, Luxardo, gin, and pomegranate cordial. Strain into flute glass. Top with Brachetto. Garnish with small rose, dipped in rose flower water.

*Pomegranate Cordial:
-- 48 oz Pomegranate Juice
-- 2.5 lbs White Sugar
-- 1 lb Turbinado Sugar
-- 8 Course Cracked Black Peppercorns
-- 2 Cloves
-- 5 Allspice Berries
-- 1 Tbsp Pomegranate Molasses
-- 1 oz Orange Flower Water

Mix all ingredients together in large saucepan. Stir on medium heat until all sugar is dissolved. Strain of spices. Bottle.",0,0
546,438,,,,43,"Spray a rocks glass with absinthe, build all other ingredients over cubed ice, garnish with a lemon wheel.",0,0
547,390,,The Cavalier,San Francisco,39,"Spray of Lemon Verbana oil on the Martini glass. Combine all other ingredients and dry shake for 20 seconds. Add ice to the mixing tin and shake again. Double strain into a Martini glass. Garnish with fresh lemon verbena. Served in a martini.

",0,0
548,597,Michael Blum,Bar Stella,Los Angeles,16,"Spray the inside of the glass with absinthe, then sugar the external rim of the glass. Pour ingredients into a cocktail shaker. Shake and strain into the glass.",0,0
549,237,Chase Ware,,Houston,57,"Spray vessel with absinthe as a rinse. Build cocktail in a stirring glass. Stir cocktail. Place a large format cube in the vessel. Pour cocktail over large format cube. 

To garnish, peel a blood orange skin and express the oils over the cocktail. Grab mint sprigs and slap over the top of hand to express oils, wrap the peel at the base of the mint sprigs, tie off with twine and set on top of large format cube.

*Clarified Coconut Sugar Blood Orange Cordial:
-- Blood Oranges
-- Agar Agar
-- Coconut Sugar

Juice blood oranges. Bring 1/4 of juice to a boil with agar agar. Pour cooked juice into the remaining 3/4 juice. Freeze the juice. Pull the block from the freezer and let drip through cheese cloth and perforated pan creating the clarified juice. Bring the juice together with a rich (2:1) coconut sugar creating a coconut sugar blood orange cordial.",0,0
550,231,William Golde,,,1,Steam in steaming tin. Pour in Demitasse glass. Top with heavy whipping cream and nutmeg.,0,0
551,537,,,San Francisco,39,"Step one: Infuse the vodka
- Transfer ingredients including 750 ml of Karlsson's vodka to a canning jar or glass container. Close the container.
- Shake and rotate every few hours. Let infuse for 24 hours total.
- After 24 hours, strain the vodka through a cheesecloth or nutmilk bag.
- Transfer the vodka to a glass bottle. Store in the refrigerator or freezer until use.

Step two: Make the martini
- Stir 2-3 oz, depending on preference, of the infused vodka with ice.
- Strain into a chilled martini glass.
- Add pickled onions and peppers.",0,0
552,295,,,,43,"Stir all 3 ingredients continuously in an ice-filled glass, approximately 20 seconds. Strain into a rocks glass with one large ice cube.",0,0
553,681,Coly Den,The Must,Los Angeles,0,Stir all ingredients and pour over 2-inch single ice cube. Garnish with birch smoked sea salt rim and bow tie orange peel.,0,0
554,127,Nandini Khaund,The Violet Hour,Chicago,57,"Stir all ingredients except for Absinthe and Orange Flower. Strain over a chunk/sphere of ice in an old fashioned glass. Garnish with a sprig of mint, with 3 drops of Orange Flower.",0,0
555,308,Elaine Collum,,Houston,27,Stir all ingredients over cubed ice and then strain over large rock while incorporating the cream soda. Garnish with Italian baking spice infused olive and cherry.,0,0
556,176,Alex Smith,,,45,"Stir all ingredients over ice and strain into a footed rocks glass. Garnish with a lemon peel.

*Equal parts lemon and celery bitters in a dasher bottle.",0,0
557,464,Toby Cecchini,The Long Island Bar,Brooklyn,43,"Stir all ingredients together, strain into a chilled large rocks glass, no ice. Twist a zest of lemon above the drink, dip it once and then discard.",0,0
558,601,,,,36,"Stir all ingredients until well chilled, and strain into a chilled cocktail glass.
Garnish with an orange peel with oils squeeze over cocktail.",0,0
559,86,,,,39,Stir all ingredients with ice. Strain into a chilled Martini glass. Garnish with a lemon peel.,0,0
560,54,Phil Ward,Death & Co.,New York,16,"Stir all the ingredients over ice, then strain into a coupe. No garnish.",0,0
561,480,Jessica Gonzalez,Death & Co.,New York,16,"Stir all the ingredients over ice, then strain into a coupe. No garnish.",0,0
562,325,Brian Miller,Death & Co.,New York,22,"Stir all the ingredients over ice, then strain into a double rocks glass over 1 large ice cube. Garnish with a lemon twist and orange twist.
",0,0
563,643,Graham Hunter Gregg,Expatriate,Portland,0,Stir and garnish lemon peel.,0,0
564,638,Clint Rogers,The Dawson,,57,Stir and pour over ice in an old fashioned glass. Garnish with an orange peel.,0,0
565,443,,,,16,Stir and strain into a chilled coupe.,0,0
566,591,Eric Quilty,Bon Marché,San Francisco,65,Stir and strain into a chilled Nick and Nora glass. Garnish with a clove(2) studded orange coin.,0,0
567,278,Brian Means,Dirty Habit,San Francisco,57,Stir and strain into an old fashioned glass with a large ice cube.,0,0
568,306,Brian Means,Dirty Habit,San Francisco,57,Stir and strain into an old fashioned glass. Large ice cube.,0,0
569,193,Josh Trabulsi,Burritt Tavern,San Francisco,0,Stir and strain into stem. Garnish torched star anise and discarded lemon peel.,0,0
570,467,Morgan Schick,Bon Vivants,,57,Stir and strain over ice.,0,0
571,657,,Land and Water Co.,,16,Stir and strain up into cocktail glass.,0,0
572,220,Brian Means,Dirty Habit,San Francisco,16,Stir and strain.,0,0
573,118,,,,57,Stir and strain. Garnish with a Luxardo Maraschino Cherry.,0,0
574,145,Brian Means,Dirty Habit,San Francisco,58,Stir and strain. Hoshizaki ice.,0,0
575,500,,Dirty Habit,San Francisco,65,Stir for about 20 seconds with ice and then Strain into a chilled Nick & Nora glass.,0,0
576,243,,,San Francisco,16,Stir gently and garnish with a lemon twist.,0,0
577,593,Brian Means,Dirty Habit,San Francisco,16,Stir in a mixing glass to chill down and serve up in a coupe with a lemon zest garnish.,0,0
578,422,Saul Ranella,Hog Island Oyster Co.,San Francisco,16,Stir in a mixing glass with ice; strain into a coupe glass; garnish with orange and lemon zest.,0,0
579,322,,,,16,Stir in mixing glass and serve in a chilled coupe.,0,0
580,505,,,,36,Stir ingredients and strain into cocktail glass. Garnish with Luxardo Cherry.,0,0
581,174,Francesco Lafranconi,,,16,Stir ingredients in a mixing glass filled with ice then strain into a chilled cocktail coupe.,0,0
582,495,Francesco Lafranconi,,,0,"Stir ingredients in a mixing glass over an ice sphere(if available) then strain and serve into a chilled cocktail glass filled with the same ice sphere. Garnish with lemon balm and grapefruit peel.

",0,0
583,226,Francesco Lafranconi,,,43,Stir ingredients in glass over an ice sphere.,0,0
584,635,Torrence Swain,,Washington DC,36,"Stir ingredients over cracked ice. With a julep strainer, pour into a chilled cocktail glass. Once poured, top with lemon foam.

*Dry Vermouth Infusion:
-- 1.5 oz Togarashi Spice
-- 3 Vanilla Beans
-- 2 bags of Green Tea
Place ingredients in cheesecloth to steep in a bell jar with 1 bottle of Dolin Dry vermouth for 2 days. 
Remove the infusion elements and refrigerate the infusion.

**Lemon Foam:
-- 1 bsp Lemon Juice
-- 1 bsp Simple Syrup
-- 1 Egg White 
Place ingredients into a shaker tin and whip with a bar whisk into a foam.",0,0
585,281,Kate Grutman,,,0,Stir ingredients together and strain into an absinthe-rinsed coupe. Garnish with a lemon twist/peel.,0,0
586,415,Jacques,Wildhawk,San Francisco,35,Stir ingredients with ice and strain into Canadian Glencairn glass.,0,0
587,137,Emily Arden Wells,Gastronomista.com,,0,Stir IPA and Luxardo in a tumbler. Garnish with Luxardo Cherry.,0,0
588,274,Dave Guest,,San Francisco,0,Stir over 1 large rock. Garnish with zest of an orange peel.,0,0
589,353,Dave Guest,,San Francisco,0,Stir over 1 large rock. Garnish with zest of an orange peel.,0,0
590,394,Ryan Chetiyawardana,,United Kingdom,39,"Stir over cubed/vintage ice, double strain into a small chilled martini glass. Garnish with a black olive on a pick.",0,0
591,559,,,Washington DC,43,Stir over ice and serve in a rocks glass.,0,0
592,304,Brian Means,Dirty Habit,,65,Stir over ice and strain into a Nick and Nora glass.,0,0
593,12,,,,36,"Stir over ice for at least 30 seconds, strain into cocktail glass. Garnish with lemon twist.",0,0
594,407,,Gastronomista.com,,16,"Stir the cherry juice, Maraschino, bitters and Amaro in a mixing glass with ice. Strain into a cocktail coupe and top with Champagne. Garnish with a sprig of thyme.",0,0
595,588,Ian Scalzo,Horsefeather,San Francisco,16,Stir the first three ingredients and the sea salt tincture over ice. Strain into a coupe glass and add licorice-infused Angostura Bitters. Garnish with 3 brandied cherries.,0,0
