,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,genreId,BinProb
66356,48.0,10.0,94.0,30.0,32.0,11.0,13
53151,28.0,10.0,6.0,86.0,62.0,19.0,8
53152,28.0,10.0,6.0,86.0,62.0,13.0,9
53153,28.0,10.0,6.0,86.0,62.0,19.0,8
53154,28.0,10.0,6.0,86.0,62.0,11.0,19
53156,28.0,10.0,6.0,86.0,62.0,0.0,5
53155,28.0,10.0,6.0,86.0,62.0,3.0,11
53170,28.0,10.0,6.0,86.0,62.0,1.0,10
53157,28.0,10.0,6.0,86.0,62.0,3.0,11
53169,28.0,10.0,6.0,86.0,62.0,10.0,11
54341,38.0,52.0,92.0,2.0,60.0,10.0,2
53171,28.0,10.0,6.0,86.0,62.0,16.0,6
53172,28.0,10.0,6.0,86.0,62.0,11.0,19
53199,28.0,10.0,6.0,86.0,62.0,2.0,8
53173,28.0,10.0,6.0,86.0,62.0,3.0,11
53174,28.0,10.0,6.0,86.0,62.0,3.0,11
53175,28.0,10.0,6.0,86.0,62.0,11.0,19
53176,28.0,10.0,6.0,86.0,62.0,3.0,11
53177,28.0,10.0,6.0,86.0,62.0,10.0,11
53178,28.0,10.0,6.0,86.0,62.0,3.0,11
53179,28.0,10.0,6.0,86.0,62.0,3.0,11
53180,28.0,10.0,6.0,86.0,62.0,9.0,13
53181,28.0,10.0,6.0,86.0,62.0,13.0,9
53182,28.0,10.0,6.0,86.0,62.0,2.0,8
53183,28.0,10.0,6.0,86.0,62.0,11.0,19
53184,28.0,10.0,6.0,86.0,62.0,10.0,11
53185,28.0,10.0,6.0,86.0,62.0,3.0,11
53186,28.0,10.0,6.0,86.0,62.0,3.0,11
53187,28.0,10.0,6.0,86.0,62.0,5.0,13
53188,28.0,10.0,6.0,86.0,62.0,11.0,19
53189,28.0,10.0,6.0,86.0,62.0,0.0,5
53190,28.0,10.0,6.0,86.0,62.0,3.0,11
53191,28.0,10.0,6.0,86.0,62.0,11.0,19
60627,94.0,20.0,44.0,22.0,56.0,0.0,4
60648,94.0,20.0,44.0,22.0,56.0,3.0,8
60649,94.0,20.0,44.0,22.0,56.0,11.0,15
53192,28.0,10.0,6.0,86.0,62.0,3.0,11
53193,28.0,10.0,6.0,86.0,62.0,11.0,19
53194,28.0,10.0,6.0,86.0,62.0,20.0,14
53195,28.0,10.0,6.0,86.0,62.0,10.0,11
60650,94.0,20.0,44.0,22.0,56.0,10.0,7
53196,28.0,10.0,6.0,86.0,62.0,2.0,8
53197,28.0,10.0,6.0,86.0,62.0,12.0,3
53198,28.0,10.0,6.0,86.0,62.0,13.0,9
53201,28.0,10.0,6.0,86.0,62.0,17.0,4
53279,28.0,10.0,6.0,86.0,62.0,0.0,5
53280,28.0,10.0,6.0,86.0,62.0,3.0,11
53203,28.0,10.0,6.0,86.0,62.0,11.0,19
53209,28.0,10.0,6.0,86.0,62.0,0.0,5
53210,28.0,10.0,6.0,86.0,62.0,3.0,11
53211,28.0,10.0,6.0,86.0,62.0,0.0,5
53212,28.0,10.0,6.0,86.0,62.0,3.0,11
53213,28.0,10.0,6.0,86.0,62.0,11.0,19
53204,28.0,10.0,6.0,86.0,62.0,14.0,13
53205,28.0,10.0,6.0,86.0,62.0,13.0,9
53206,28.0,10.0,6.0,86.0,62.0,3.0,11
53207,28.0,10.0,6.0,86.0,62.0,6.0,10
53208,28.0,10.0,6.0,86.0,62.0,16.0,6
53214,28.0,10.0,6.0,86.0,62.0,19.0,8
53215,28.0,10.0,6.0,86.0,62.0,0.0,5
53216,28.0,10.0,6.0,86.0,62.0,3.0,11
53217,28.0,10.0,6.0,86.0,62.0,2.0,8
53218,28.0,10.0,6.0,86.0,62.0,3.0,11
53219,28.0,10.0,6.0,86.0,62.0,11.0,19
53220,28.0,10.0,6.0,86.0,62.0,10.0,11
53221,28.0,10.0,6.0,86.0,62.0,3.0,11
53222,28.0,10.0,6.0,86.0,62.0,17.0,4
53223,28.0,10.0,6.0,86.0,62.0,3.0,11
69990,78.0,76.0,52.0,46.0,32.0,3.0,8
70006,78.0,76.0,52.0,46.0,32.0,17.0,8
53224,28.0,10.0,6.0,86.0,62.0,10.0,11
53225,28.0,10.0,6.0,86.0,62.0,11.0,19
53226,28.0,10.0,6.0,86.0,62.0,3.0,11
53272,28.0,10.0,6.0,86.0,62.0,7.0,7
53227,28.0,10.0,6.0,86.0,62.0,11.0,19
53228,28.0,10.0,6.0,86.0,62.0,4.0,4
53229,28.0,10.0,6.0,86.0,62.0,0.0,5
53235,28.0,10.0,6.0,86.0,62.0,3.0,11
53230,28.0,10.0,6.0,86.0,62.0,11.0,19
53231,28.0,10.0,6.0,86.0,62.0,2.0,8
53232,28.0,10.0,6.0,86.0,62.0,3.0,11
53233,28.0,10.0,6.0,86.0,62.0,16.0,6
53234,28.0,10.0,6.0,86.0,62.0,11.0,19
53236,28.0,10.0,6.0,86.0,62.0,11.0,19
53237,28.0,10.0,6.0,86.0,62.0,16.0,6
53238,28.0,10.0,6.0,86.0,62.0,0.0,5
53262,28.0,10.0,6.0,86.0,62.0,4.0,4
53239,28.0,10.0,6.0,86.0,62.0,3.0,11
53286,28.0,10.0,6.0,86.0,62.0,4.0,4
53287,28.0,10.0,6.0,86.0,62.0,6.0,10
69839,46.0,92.0,80.0,68.0,56.0,6.0,15
69840,46.0,92.0,80.0,68.0,56.0,4.0,6
69841,46.0,92.0,80.0,68.0,56.0,3.0,9
53240,28.0,10.0,6.0,86.0,62.0,3.0,11
53241,28.0,10.0,6.0,86.0,62.0,3.0,11
53242,28.0,10.0,6.0,86.0,62.0,13.0,9
53243,28.0,10.0,6.0,86.0,62.0,3.0,11
53244,28.0,10.0,6.0,86.0,62.0,12.0,3
53245,28.0,10.0,6.0,86.0,62.0,4.0,4
53247,28.0,10.0,6.0,86.0,62.0,1.0,10
53248,28.0,10.0,6.0,86.0,62.0,3.0,11
63377,86.0,16.0,6.0,90.0,12.0,3.0,14
63378,86.0,16.0,6.0,90.0,12.0,1.0,9
53249,28.0,10.0,6.0,86.0,62.0,9.0,13
53250,28.0,10.0,6.0,86.0,62.0,11.0,19
53251,28.0,10.0,6.0,86.0,62.0,3.0,11
53252,28.0,10.0,6.0,86.0,62.0,4.0,4
53253,28.0,10.0,6.0,86.0,62.0,13.0,9
53254,28.0,10.0,6.0,86.0,62.0,17.0,4
53255,28.0,10.0,6.0,86.0,62.0,5.0,13
53269,28.0,10.0,6.0,86.0,62.0,7.0,7
53256,28.0,10.0,6.0,86.0,62.0,12.0,3
53257,28.0,10.0,6.0,86.0,62.0,3.0,11
53258,28.0,10.0,6.0,86.0,62.0,2.0,8
53259,28.0,10.0,6.0,86.0,62.0,18.0,11
53260,28.0,10.0,6.0,86.0,62.0,7.0,7
53261,28.0,10.0,6.0,86.0,62.0,5.0,13
53263,28.0,10.0,6.0,86.0,62.0,10.0,11
53264,28.0,10.0,6.0,86.0,62.0,3.0,11
53270,28.0,10.0,6.0,86.0,62.0,16.0,6
53265,28.0,10.0,6.0,86.0,62.0,10.0,11
53266,28.0,10.0,6.0,86.0,62.0,1.0,10
53267,28.0,10.0,6.0,86.0,62.0,11.0,19
53268,28.0,10.0,6.0,86.0,62.0,10.0,11
68996,48.0,20.0,80.0,46.0,42.0,10.0,3
53271,28.0,10.0,6.0,86.0,62.0,4.0,4
53273,28.0,10.0,6.0,86.0,62.0,18.0,11
53281,28.0,10.0,6.0,86.0,62.0,7.0,7
53274,28.0,10.0,6.0,86.0,62.0,0.0,5
53275,28.0,10.0,6.0,86.0,62.0,3.0,11
53276,28.0,10.0,6.0,86.0,62.0,3.0,11
53277,28.0,10.0,6.0,86.0,62.0,11.0,19
53278,28.0,10.0,6.0,86.0,62.0,3.0,11
53311,28.0,10.0,6.0,86.0,62.0,4.0,4
53282,28.0,10.0,6.0,86.0,62.0,13.0,9
65228,22.0,20.0,8.0,66.0,20.0,13.0,15
53283,28.0,10.0,6.0,86.0,62.0,11.0,19
53295,28.0,10.0,6.0,86.0,62.0,9.0,13
62283,38.0,2.0,26.0,94.0,44.0,11.0,19
62284,38.0,2.0,26.0,94.0,44.0,9.0,16
53284,28.0,10.0,6.0,86.0,62.0,11.0,19
53285,28.0,10.0,6.0,86.0,62.0,11.0,19
53294,28.0,10.0,6.0,86.0,62.0,16.0,6
53288,28.0,10.0,6.0,86.0,62.0,11.0,19
53289,28.0,10.0,6.0,86.0,62.0,3.0,11
63000,22.0,68.0,96.0,70.0,4.0,3.0,15
53290,28.0,10.0,6.0,86.0,62.0,11.0,19
53291,28.0,10.0,6.0,86.0,62.0,3.0,11
55070,58.0,92.0,22.0,0.0,72.0,3.0,0
53292,28.0,10.0,6.0,86.0,62.0,10.0,11
53293,28.0,10.0,6.0,86.0,62.0,15.0,10
53296,28.0,10.0,6.0,86.0,62.0,3.0,11
53297,28.0,10.0,6.0,86.0,62.0,3.0,11
53298,28.0,10.0,6.0,86.0,62.0,2.0,8
53299,28.0,10.0,6.0,86.0,62.0,3.0,11
53300,28.0,10.0,6.0,86.0,62.0,16.0,6
53301,28.0,10.0,6.0,86.0,62.0,0.0,5
53302,28.0,10.0,6.0,86.0,62.0,11.0,19
53303,28.0,10.0,6.0,86.0,62.0,3.0,11
53304,28.0,10.0,6.0,86.0,62.0,16.0,6
53305,28.0,10.0,6.0,86.0,62.0,3.0,11
53306,28.0,10.0,6.0,86.0,62.0,7.0,7
53307,28.0,10.0,6.0,86.0,62.0,16.0,6
53308,28.0,10.0,6.0,86.0,62.0,4.0,4
53309,28.0,10.0,6.0,86.0,62.0,11.0,19
53310,28.0,10.0,6.0,86.0,62.0,10.0,11
53312,28.0,10.0,6.0,86.0,62.0,16.0,6
53313,28.0,10.0,6.0,86.0,62.0,3.0,11
53314,28.0,10.0,6.0,86.0,62.0,15.0,10
53315,28.0,10.0,6.0,86.0,62.0,19.0,8
53316,28.0,10.0,6.0,86.0,62.0,11.0,19
53317,28.0,10.0,6.0,86.0,62.0,3.0,11
53318,28.0,10.0,6.0,86.0,62.0,11.0,19
53319,28.0,10.0,6.0,86.0,62.0,3.0,11
53320,16.0,84.0,38.0,36.0,8.0,3.0,7
53321,16.0,84.0,38.0,36.0,8.0,10.0,8
53323,16.0,84.0,38.0,36.0,8.0,3.0,7
53322,16.0,84.0,38.0,36.0,8.0,11.0,6
53324,16.0,84.0,38.0,36.0,8.0,5.0,11
53325,16.0,84.0,38.0,36.0,8.0,3.0,7
53326,16.0,84.0,38.0,36.0,8.0,3.0,7
53328,16.0,84.0,38.0,36.0,8.0,2.0,19
53329,16.0,84.0,38.0,36.0,8.0,3.0,7
53335,16.0,84.0,38.0,36.0,8.0,16.0,11
53330,16.0,84.0,38.0,36.0,8.0,12.0,11
53331,16.0,84.0,38.0,36.0,8.0,6.0,18
53334,16.0,84.0,38.0,36.0,8.0,3.0,7
53332,16.0,84.0,38.0,36.0,8.0,2.0,19
53333,16.0,84.0,38.0,36.0,8.0,13.0,16
53336,16.0,84.0,38.0,36.0,8.0,10.0,8
53337,16.0,84.0,38.0,36.0,8.0,2.0,19
53354,16.0,84.0,38.0,36.0,8.0,10.0,8
53355,16.0,84.0,38.0,36.0,8.0,6.0,18
53338,16.0,84.0,38.0,36.0,8.0,3.0,7
53339,16.0,84.0,38.0,36.0,8.0,3.0,7
53340,16.0,84.0,38.0,36.0,8.0,2.0,19
53341,16.0,84.0,38.0,36.0,8.0,7.0,0
53342,16.0,84.0,38.0,36.0,8.0,5.0,11
53343,16.0,84.0,38.0,36.0,8.0,4.0,3
62279,38.0,2.0,26.0,94.0,44.0,7.0,9
62280,38.0,2.0,26.0,94.0,44.0,5.0,11
62281,38.0,2.0,26.0,94.0,44.0,4.0,9
53344,16.0,84.0,38.0,36.0,8.0,9.0,10
53345,16.0,84.0,38.0,36.0,8.0,3.0,7
59568,48.0,50.0,10.0,52.0,76.0,3.0,4
53346,16.0,84.0,38.0,36.0,8.0,3.0,7
53347,16.0,84.0,38.0,36.0,8.0,11.0,6
53348,16.0,84.0,38.0,36.0,8.0,4.0,3
53369,16.0,84.0,38.0,36.0,8.0,5.0,11
53370,16.0,84.0,38.0,36.0,8.0,18.0,2
53349,16.0,84.0,38.0,36.0,8.0,3.0,7
53350,16.0,84.0,38.0,36.0,8.0,3.0,7
53351,16.0,84.0,38.0,36.0,8.0,8.0,15
53352,16.0,84.0,38.0,36.0,8.0,3.0,7
53353,16.0,84.0,38.0,36.0,8.0,13.0,16
53356,16.0,84.0,38.0,36.0,8.0,3.0,7
62282,38.0,2.0,26.0,94.0,44.0,3.0,15
53357,16.0,84.0,38.0,36.0,8.0,3.0,7
53358,16.0,84.0,38.0,36.0,8.0,19.0,2
53477,16.0,84.0,38.0,36.0,8.0,4.0,3
53603,16.0,84.0,38.0,36.0,8.0,3.0,7
70612,0.0,16.0,46.0,30.0,66.0,3.0,8
70613,0.0,16.0,46.0,30.0,66.0,4.0,2
70614,0.0,16.0,46.0,30.0,66.0,19.0,6
53359,16.0,84.0,38.0,36.0,8.0,3.0,7
53360,16.0,84.0,38.0,36.0,8.0,10.0,8
53361,16.0,84.0,38.0,36.0,8.0,10.0,8
53362,16.0,84.0,38.0,36.0,8.0,11.0,6
53363,16.0,84.0,38.0,36.0,8.0,9.0,10
53364,16.0,84.0,38.0,36.0,8.0,12.0,11
53365,16.0,84.0,38.0,36.0,8.0,11.0,6
53366,16.0,84.0,38.0,36.0,8.0,12.0,11
53367,16.0,84.0,38.0,36.0,8.0,21.0,12
53378,16.0,84.0,38.0,36.0,8.0,3.0,7
53387,16.0,84.0,38.0,36.0,8.0,2.0,19
53368,16.0,84.0,38.0,36.0,8.0,13.0,16
53371,16.0,84.0,38.0,36.0,8.0,11.0,6
64387,18.0,64.0,62.0,74.0,92.0,11.0,15
53372,16.0,84.0,38.0,36.0,8.0,10.0,8
53373,16.0,84.0,38.0,36.0,8.0,0.0,1
53374,16.0,84.0,38.0,36.0,8.0,11.0,6
53375,16.0,84.0,38.0,36.0,8.0,10.0,8
53376,16.0,84.0,38.0,36.0,8.0,11.0,6
53377,16.0,84.0,38.0,36.0,8.0,11.0,6
53379,16.0,84.0,38.0,36.0,8.0,9.0,10
53395,16.0,84.0,38.0,36.0,8.0,3.0,7
53380,16.0,84.0,38.0,36.0,8.0,3.0,7
53381,16.0,84.0,38.0,36.0,8.0,12.0,11
53382,16.0,84.0,38.0,36.0,8.0,13.0,16
53383,16.0,84.0,38.0,36.0,8.0,19.0,2
53384,16.0,84.0,38.0,36.0,8.0,0.0,1
53385,16.0,84.0,38.0,36.0,8.0,3.0,7
53386,16.0,84.0,38.0,36.0,8.0,8.0,15
53388,16.0,84.0,38.0,36.0,8.0,3.0,7
53396,16.0,84.0,38.0,36.0,8.0,11.0,6
53389,16.0,84.0,38.0,36.0,8.0,3.0,7
53390,16.0,84.0,38.0,36.0,8.0,10.0,8
53391,16.0,84.0,38.0,36.0,8.0,1.0,17
53392,16.0,84.0,38.0,36.0,8.0,6.0,18
53394,16.0,84.0,38.0,36.0,8.0,11.0,6
53416,16.0,84.0,38.0,36.0,8.0,3.0,7
53490,16.0,84.0,38.0,36.0,8.0,8.0,15
53423,16.0,84.0,38.0,36.0,8.0,3.0,7
53491,16.0,84.0,38.0,36.0,8.0,3.0,7
53492,16.0,84.0,38.0,36.0,8.0,0.0,1
53493,16.0,84.0,38.0,36.0,8.0,11.0,6
53494,16.0,84.0,38.0,36.0,8.0,7.0,0
53495,16.0,84.0,38.0,36.0,8.0,11.0,6
53496,16.0,84.0,38.0,36.0,8.0,13.0,16
53497,16.0,84.0,38.0,36.0,8.0,0.0,1
53498,16.0,84.0,38.0,36.0,8.0,3.0,7
53499,16.0,84.0,38.0,36.0,8.0,7.0,0
53500,16.0,84.0,38.0,36.0,8.0,3.0,7
53501,16.0,84.0,38.0,36.0,8.0,9.0,10
53502,16.0,84.0,38.0,36.0,8.0,16.0,11
54541,52.0,96.0,62.0,60.0,82.0,3.0,5
54542,52.0,96.0,62.0,60.0,82.0,9.0,6
54543,52.0,96.0,62.0,60.0,82.0,16.0,3
53503,16.0,84.0,38.0,36.0,8.0,3.0,7
53504,16.0,84.0,38.0,36.0,8.0,5.0,11
53505,16.0,84.0,38.0,36.0,8.0,7.0,0
53506,16.0,84.0,38.0,36.0,8.0,18.0,2
53507,16.0,84.0,38.0,36.0,8.0,3.0,7
53508,16.0,84.0,38.0,36.0,8.0,0.0,1
53509,16.0,84.0,38.0,36.0,8.0,3.0,7
53522,16.0,84.0,38.0,36.0,8.0,19.0,2
53510,16.0,84.0,38.0,36.0,8.0,16.0,11
53511,16.0,84.0,38.0,36.0,8.0,12.0,11
53512,16.0,84.0,38.0,36.0,8.0,4.0,3
58134,80.0,10.0,14.0,20.0,98.0,16.0,4
58135,80.0,10.0,14.0,20.0,98.0,12.0,1
58136,80.0,10.0,14.0,20.0,98.0,4.0,3
53513,16.0,84.0,38.0,36.0,8.0,3.0,7
53531,16.0,84.0,38.0,36.0,8.0,2.0,19
53514,16.0,84.0,38.0,36.0,8.0,9.0,10
53515,16.0,84.0,38.0,36.0,8.0,11.0,6
63799,48.0,68.0,28.0,76.0,88.0,11.0,16
70615,0.0,16.0,46.0,30.0,66.0,11.0,12
53516,16.0,84.0,38.0,36.0,8.0,4.0,3
53517,16.0,84.0,38.0,36.0,8.0,15.0,8
53518,16.0,84.0,38.0,36.0,8.0,16.0,11
53519,16.0,84.0,38.0,36.0,8.0,3.0,7
53520,16.0,84.0,38.0,36.0,8.0,9.0,10
53521,16.0,84.0,38.0,36.0,8.0,11.0,6
53523,16.0,84.0,38.0,36.0,8.0,0.0,1
53532,16.0,84.0,38.0,36.0,8.0,11.0,6
53524,16.0,84.0,38.0,36.0,8.0,3.0,7
53525,16.0,84.0,38.0,36.0,8.0,16.0,11
53526,16.0,84.0,38.0,36.0,8.0,17.0,2
64385,18.0,64.0,62.0,74.0,92.0,17.0,3
64386,18.0,64.0,62.0,74.0,92.0,16.0,4
53527,16.0,84.0,38.0,36.0,8.0,13.0,16
53528,16.0,84.0,38.0,36.0,8.0,11.0,6
53529,16.0,84.0,38.0,36.0,8.0,3.0,7
53530,16.0,84.0,38.0,36.0,8.0,10.0,8
53533,16.0,84.0,38.0,36.0,8.0,3.0,7
53534,16.0,84.0,38.0,36.0,8.0,3.0,7
53535,16.0,84.0,38.0,36.0,8.0,11.0,6
53557,16.0,84.0,38.0,36.0,8.0,19.0,2
53536,16.0,84.0,38.0,36.0,8.0,3.0,7
53537,16.0,84.0,38.0,36.0,8.0,11.0,6
53553,16.0,84.0,38.0,36.0,8.0,0.0,1
53538,16.0,84.0,38.0,36.0,8.0,3.0,7
53539,16.0,84.0,38.0,36.0,8.0,1.0,17
53540,16.0,84.0,38.0,36.0,8.0,3.0,7
53541,16.0,84.0,38.0,36.0,8.0,13.0,16
53542,16.0,84.0,38.0,36.0,8.0,17.0,2
53543,16.0,84.0,38.0,36.0,8.0,3.0,7
53544,16.0,84.0,38.0,36.0,8.0,11.0,6
53545,16.0,84.0,38.0,36.0,8.0,0.0,1
53546,16.0,84.0,38.0,36.0,8.0,3.0,7
53547,16.0,84.0,38.0,36.0,8.0,0.0,1
53548,16.0,84.0,38.0,36.0,8.0,11.0,6
53549,16.0,84.0,38.0,36.0,8.0,16.0,11
53550,16.0,84.0,38.0,36.0,8.0,3.0,7
53551,16.0,84.0,38.0,36.0,8.0,3.0,7
53552,16.0,84.0,38.0,36.0,8.0,11.0,6
53554,16.0,84.0,38.0,36.0,8.0,3.0,7
53555,16.0,84.0,38.0,36.0,8.0,0.0,1
53556,16.0,84.0,38.0,36.0,8.0,19.0,2
53574,16.0,84.0,38.0,36.0,8.0,11.0,6
53558,16.0,84.0,38.0,36.0,8.0,3.0,7
53559,16.0,84.0,38.0,36.0,8.0,17.0,2
53560,16.0,84.0,38.0,36.0,8.0,10.0,8
53561,16.0,84.0,38.0,36.0,8.0,11.0,6
53562,16.0,84.0,38.0,36.0,8.0,2.0,19
53563,16.0,84.0,38.0,36.0,8.0,3.0,7
53564,16.0,84.0,38.0,36.0,8.0,16.0,11
53565,16.0,84.0,38.0,36.0,8.0,2.0,19
53566,16.0,84.0,38.0,36.0,8.0,3.0,7
53575,16.0,84.0,38.0,36.0,8.0,6.0,18
53577,16.0,84.0,38.0,36.0,8.0,11.0,6
53567,16.0,84.0,38.0,36.0,8.0,11.0,6
53568,16.0,84.0,38.0,36.0,8.0,10.0,8
53569,16.0,84.0,38.0,36.0,8.0,3.0,7
53570,16.0,84.0,38.0,36.0,8.0,3.0,7
53571,16.0,84.0,38.0,36.0,8.0,11.0,6
53572,16.0,84.0,38.0,36.0,8.0,3.0,7
53573,16.0,84.0,38.0,36.0,8.0,8.0,15
53576,16.0,84.0,38.0,36.0,8.0,11.0,6
53578,16.0,84.0,38.0,36.0,8.0,0.0,1
53600,16.0,84.0,38.0,36.0,8.0,3.0,7
53579,16.0,84.0,38.0,36.0,8.0,3.0,7
53580,16.0,84.0,38.0,36.0,8.0,16.0,11
53596,16.0,84.0,38.0,36.0,8.0,2.0,19
53581,16.0,84.0,38.0,36.0,8.0,10.0,8
67963,30.0,40.0,58.0,58.0,90.0,10.0,9
53582,16.0,84.0,38.0,36.0,8.0,4.0,3
53583,16.0,84.0,38.0,36.0,8.0,5.0,11
53584,16.0,84.0,38.0,36.0,8.0,16.0,11
53585,16.0,84.0,38.0,36.0,8.0,3.0,7
53586,16.0,84.0,38.0,36.0,8.0,3.0,7
53587,16.0,84.0,38.0,36.0,8.0,3.0,7
53588,16.0,84.0,38.0,36.0,8.0,0.0,1
53589,16.0,84.0,38.0,36.0,8.0,11.0,6
53590,16.0,84.0,38.0,36.0,8.0,19.0,2
53591,16.0,84.0,38.0,36.0,8.0,3.0,7
53592,16.0,84.0,38.0,36.0,8.0,11.0,6
58892,32.0,60.0,52.0,54.0,32.0,11.0,12
53593,16.0,84.0,38.0,36.0,8.0,11.0,6
53594,16.0,84.0,38.0,36.0,8.0,16.0,11
53595,16.0,84.0,38.0,36.0,8.0,3.0,7
53608,16.0,84.0,38.0,36.0,8.0,9.0,10
53597,16.0,84.0,38.0,36.0,8.0,3.0,7
53598,16.0,84.0,38.0,36.0,8.0,16.0,11
53599,16.0,84.0,38.0,36.0,8.0,3.0,7
53617,16.0,84.0,38.0,36.0,8.0,2.0,19
53601,16.0,84.0,38.0,36.0,8.0,0.0,1
53602,16.0,84.0,38.0,36.0,8.0,3.0,7
53604,16.0,84.0,38.0,36.0,8.0,2.0,19
53605,16.0,84.0,38.0,36.0,8.0,9.0,10
53606,16.0,84.0,38.0,36.0,8.0,16.0,11
53607,16.0,84.0,38.0,36.0,8.0,11.0,6
53609,16.0,84.0,38.0,36.0,8.0,14.0,14
53618,16.0,84.0,38.0,36.0,8.0,15.0,8
53610,16.0,84.0,38.0,36.0,8.0,11.0,6
53611,16.0,84.0,38.0,36.0,8.0,10.0,8
53612,16.0,84.0,38.0,36.0,8.0,4.0,3
53613,16.0,84.0,38.0,36.0,8.0,3.0,7
53614,16.0,84.0,38.0,36.0,8.0,9.0,10
53615,16.0,84.0,38.0,36.0,8.0,0.0,1
53616,16.0,84.0,38.0,36.0,8.0,11.0,6
53619,16.0,84.0,38.0,36.0,8.0,3.0,7
53637,16.0,84.0,38.0,36.0,8.0,11.0,6
53620,16.0,84.0,38.0,36.0,8.0,3.0,7
53621,16.0,84.0,38.0,36.0,8.0,11.0,6
53622,16.0,84.0,38.0,36.0,8.0,4.0,3
53623,16.0,84.0,38.0,36.0,8.0,3.0,7
53624,16.0,84.0,38.0,36.0,8.0,17.0,2
53625,16.0,84.0,38.0,36.0,8.0,10.0,8
53626,16.0,84.0,38.0,36.0,8.0,11.0,6
53627,16.0,84.0,38.0,36.0,8.0,16.0,11
63375,86.0,16.0,6.0,90.0,12.0,16.0,7
63376,86.0,16.0,6.0,90.0,12.0,11.0,19
53628,16.0,84.0,38.0,36.0,8.0,3.0,7
53629,16.0,84.0,38.0,36.0,8.0,2.0,19
53630,16.0,84.0,38.0,36.0,8.0,3.0,7
53631,16.0,84.0,38.0,36.0,8.0,3.0,7
53632,16.0,84.0,38.0,36.0,8.0,3.0,7
53633,16.0,84.0,38.0,36.0,8.0,3.0,7
53634,16.0,84.0,38.0,36.0,8.0,11.0,6
53635,16.0,84.0,38.0,36.0,8.0,16.0,11
53636,16.0,84.0,38.0,36.0,8.0,6.0,18
53638,16.0,84.0,38.0,36.0,8.0,10.0,8
53639,16.0,84.0,38.0,36.0,8.0,19.0,2
53640,16.0,84.0,38.0,36.0,8.0,3.0,7
53645,16.0,84.0,38.0,36.0,8.0,0.0,1
53641,16.0,84.0,38.0,36.0,8.0,11.0,6
53642,16.0,84.0,38.0,36.0,8.0,19.0,2
53654,16.0,84.0,38.0,36.0,8.0,3.0,7
53643,16.0,84.0,38.0,36.0,8.0,10.0,8
53644,16.0,84.0,38.0,36.0,8.0,11.0,6
53646,16.0,84.0,38.0,36.0,8.0,3.0,7
53647,16.0,84.0,38.0,36.0,8.0,11.0,6
53648,16.0,84.0,38.0,36.0,8.0,3.0,7
53652,16.0,84.0,38.0,36.0,8.0,11.0,6
53649,16.0,84.0,38.0,36.0,8.0,3.0,7
53650,16.0,84.0,38.0,36.0,8.0,9.0,10
53651,16.0,84.0,38.0,36.0,8.0,11.0,6
53660,16.0,84.0,38.0,36.0,8.0,16.0,11
53653,16.0,84.0,38.0,36.0,8.0,0.0,1
53655,16.0,84.0,38.0,36.0,8.0,3.0,7
67263,76.0,94.0,26.0,8.0,42.0,0.0,3
67264,76.0,94.0,26.0,8.0,42.0,3.0,1
53656,16.0,84.0,38.0,36.0,8.0,6.0,18
53657,16.0,84.0,38.0,36.0,8.0,4.0,3
53659,16.0,84.0,38.0,36.0,8.0,16.0,11
53658,16.0,84.0,38.0,36.0,8.0,3.0,7
53661,16.0,84.0,38.0,36.0,8.0,2.0,19
53777,62.0,88.0,90.0,8.0,40.0,3.0,6
53915,62.0,88.0,90.0,8.0,40.0,11.0,7
53778,62.0,88.0,90.0,8.0,40.0,2.0,16
53779,62.0,88.0,90.0,8.0,40.0,3.0,6
53780,62.0,88.0,90.0,8.0,40.0,11.0,7
53781,62.0,88.0,90.0,8.0,40.0,2.0,16
53782,62.0,88.0,90.0,8.0,40.0,3.0,6
53783,62.0,88.0,90.0,8.0,40.0,21.0,9
53784,62.0,88.0,90.0,8.0,40.0,11.0,7
53785,62.0,88.0,90.0,8.0,40.0,11.0,7
53786,62.0,88.0,90.0,8.0,40.0,3.0,6
53787,62.0,88.0,90.0,8.0,40.0,0.0,8
53788,62.0,88.0,90.0,8.0,40.0,3.0,6
53789,62.0,88.0,90.0,8.0,40.0,16.0,10
53790,62.0,88.0,90.0,8.0,40.0,0.0,8
53791,62.0,88.0,90.0,8.0,40.0,11.0,7
53792,62.0,88.0,90.0,8.0,40.0,0.0,8
53793,62.0,88.0,90.0,8.0,40.0,3.0,6
53794,62.0,88.0,90.0,8.0,40.0,11.0,7
53795,62.0,88.0,90.0,8.0,40.0,16.0,10
53796,62.0,88.0,90.0,8.0,40.0,11.0,7
53797,62.0,88.0,90.0,8.0,40.0,16.0,10
53798,62.0,88.0,90.0,8.0,40.0,11.0,7
53799,62.0,88.0,90.0,8.0,40.0,5.0,9
53800,62.0,88.0,90.0,8.0,40.0,11.0,7
53801,62.0,88.0,90.0,8.0,40.0,9.0,8
53802,62.0,88.0,90.0,8.0,40.0,3.0,6
53803,62.0,88.0,90.0,8.0,40.0,9.0,8
53804,62.0,88.0,90.0,8.0,40.0,3.0,6
53805,62.0,88.0,90.0,8.0,40.0,18.0,6
53830,62.0,88.0,90.0,8.0,40.0,11.0,7
53885,62.0,88.0,90.0,8.0,40.0,5.0,9
